"sitename","date","TA_F","TA_F_DAY","TA_F_NIGHT","SW_IN_F","LW_IN_F","VPD_F","PA_F","P_F","WS_F","GPP_NT_VUT_REF","wscal","fpar","classid","koeppen_code","igbp_land_use","plant_functional_type"
"IT-Tor",2010-12-27,-9.205,-6.857,-10.614,27.777,270.16,1.798,77.998,0,0.879,-0.4322452,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2010-12-28,-1.927,-0.863,-2.566,52.946,277.994,2.15,78.015,0.987,0.939,-0.0444162,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2010-12-29,-0.207,1.666,-1.331,80.173,219.381,3.108,78.247,0.151,0.956,-0.15463912,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2010-12-30,-0.602,1.386,-1.795,73.317,232.835,3.175,78.319,0,0.777,0.0533672,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2010-12-31,-0.387,2.394,-2.056,85.594,211.715,3.263,78.297,0,0.842,-0.28624504,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-01,-0.942,1.885,-2.639,87.111,201.838,4.141,77.995,0,0.836,-0.28897438,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-02,-2.873,0.137,-4.679,87.836,197.073,3.034,77.612,0,0.808,-0.37079408,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-03,-8.93,-7.295,-9.911,90.365,186.456,1.092,77.794,0,0.759,-0.3722332,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-04,-12.108,-11.02,-12.761,65.455,213.825,0.415,77.654,0.204,0.622,-0.2686421,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-05,-8.096,-5.733,-9.514,90.261,191.042,1.599,77.6,0.24,0.704,-0.3920616,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-06,-4.9,-4.611,-5.073,40.476,285.771,0.693,77.768,2.438,0.527,0.1051437,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-07,-1.374,-1.791,-1.124,22.983,308.502,0.225,78.216,3.323,0.693,0.4047996,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-08,-1.832,-0.87,-2.41,45.808,298.244,0.198,78.284,2.861,0.798,-0.357941,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-09,-3.236,-2.798,-3.499,28.075,284.947,0.253,78.209,5.746,0.882,-0.2500004,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-10,-3.12,-2.279,-3.624,24.874,286.551,0.442,78.076,2.55,0.996,-0.1221078,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-11,-4.404,-3.186,-5.135,64.787,283.94,1.293,77.709,1.049,0.87,-0.00266588,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-12,-0.634,0.627,-1.391,83.316,247.76,2.703,78.241,0.385,1.62,-0.0768295,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-13,4.365,6.558,2.929,78.682,262.273,4.512,78.501,0.219,1.838,0.309483,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-14,4.608,6.361,3.459,77.459,228.669,6.308,78.6,0.099,0.932,0.311891,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-15,3.728,5.604,2.499,97.809,227.902,5.971,78.825,0,1.555,0.24921,0.999679684638977,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-16,4.751,7.58,2.897,98.353,228.898,5.351,79.257,0,0.837,0.893728,0.998996198177338,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-17,2.24,4.346,0.86,98.57,221.121,4.69,79.018,0,0.937,1.05927,0.998581051826477,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-18,0.72,3.013,-0.782,91.297,224.183,3.938,78.75,0,0.957,1.49946,0.998193204402924,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-19,-4.15,-2.54,-5.205,107.94,199.821,2.573,78.282,0.159,1.649,0.930855,0.999232828617096,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-20,-10.44,-9.678,-10.939,94.274,174.165,1.88,77.847,0.462,2.937,-0.0328295,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-21,-11.973,-10.747,-12.776,109.829,168.483,1.443,77.85,0.028,1.63,-0.147439,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-22,-10.503,-8.795,-11.622,109.232,174.346,1.53,77.784,0,1.108,-0.2753,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-23,-6.367,-3.932,-7.963,103.507,184.89,2.623,77.775,0,0.882,-0.0784842,0.999706387519836,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-24,-5.849,-3.366,-7.476,112.245,194.977,2.501,77.911,0,1.026,-0.404821,0.999246418476105,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-25,-6.375,-5.024,-7.26,114.077,194.548,1.952,77.578,0,1.21,-0.49078,0.998824596405029,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-26,-7.064,-5.65,-7.99,107.847,205.296,1.597,77.105,0.142,1.451,-0.592725,0.999252498149872,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-27,-8.396,-7.072,-9.264,101.688,215.015,0.934,77.265,0.136,1.099,-0.518421,0.999656975269318,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-28,-8.993,-8.358,-9.409,55.543,257.992,0.372,77.576,0.332,0.837,-0.644196,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-29,-9.336,-8.703,-9.751,54.843,262.596,0.25,77.624,0.474,0.689,-0.26816962,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-30,-7.06,-6.373,-7.511,50.484,286.35,0.251,77.57,0.368,0.79,-0.458038,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-01-31,-4.484,-2.31,-5.909,107.797,254.902,0.67,77.989,0.002,0.848,-0.364716,0.998533546924591,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-01,-3.449,-1.381,-4.927,125.746,196.158,2.732,78.293,0,1.08,-0.25412,0.996781945228577,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-02,-1.052,1.045,-2.55,127.495,196.048,4.413,78.454,0,1.115,0.0273592,0.994508981704712,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-03,0.741,2.722,-0.799,103.345,223.825,4.852,78.717,0,1.511,-0.247972,0.991796612739563,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-04,0.676,2.59,-0.813,98.939,221.181,4.454,79.073,0,1.183,-0.249112,0.988943994045258,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-05,4.462,6.796,2.648,118.928,230.196,6.346,79.334,0,1.287,0.0499428,0.985126316547394,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-06,7.175,10.062,4.929,133.557,220.896,9.021,79.355,0,1.121,0.205154,0.980442106723785,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-07,6.895,9.748,4.677,135.193,220.044,8.583,79.125,0,1.045,0.142317,0.975630044937134,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-08,3.732,5.919,2.032,138.018,212.837,6.423,78.619,0,0.975,0.0533966,0.971445679664612,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-09,3.322,5.927,1.295,139.173,216.317,5.722,78.57,0,0.797,0.0813515,0.967075169086456,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-10,2.504,5.066,0.512,143.621,211.779,5.452,78.553,0,0.865,0.13619,0.96270352602005,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-11,2.404,5.229,0.207,128.173,230.66,4.255,78.331,0,0.868,0.3406825,0.958109378814697,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-12,1.17,3.303,-0.49,141.184,235.965,3.514,78.074,0,0.819,1.22134808,0.953751087188721,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-13,-4.25,-3.81,-4.593,62.239,266.065,0.664,77.711,0.087,0.74,0.121634176,0.951237142086029,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-14,-4.065,-3.436,-4.554,58.226,268.083,0.998,77.414,0.486,1.299,-0.389655,0.951048493385315,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-15,-4.549,-3.951,-5.015,18.209,282.329,0.241,76.894,6.489,0.744,-0.11797724,0.989114165306091,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-16,-5.321,-4.412,-6.028,36.414,279.801,0.14,76.487,3.633,0.73,-0.04651764,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-17,-5.056,-3.863,-5.984,53.128,295.262,0.476,76.678,0.246,0.931,-0.222541,0.997903525829315,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-18,-4.043,-1.617,-5.931,126.802,269.863,1.386,77.33,0.082,1.079,1.1106475,0.994087040424347,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-19,-2.605,-0.097,-4.555,160.724,214.477,3.051,77.634,0.293,1.071,0.346282,0.991060495376587,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-20,-4.463,-3.972,-4.844,23.254,293.019,1.004,77.42,3.383,0.743,0.266847,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-21,-5.013,-3.078,-6.651,137.089,235.002,1.723,77.361,0.616,1.418,0.0511864,0.999395132064819,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-22,-6.305,-4.557,-7.783,146.922,201.14,1.796,77.187,0.112,2.08,-0.32601,0.995757639408112,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-23,-6.678,-5.448,-7.811,178.796,188.35,2.634,77.824,0.046,2.638,-0.798148,0.991740047931671,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-24,-3.148,-1.78,-4.407,96.182,248.432,1.386,78.272,0.353,1.432,0.5926382,0.988507509231567,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-25,1.693,3.619,-0.079,180.767,228.454,4.401,78.363,0.132,1.503,-0.197422,0.982008337974548,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-26,-1.649,0.00699999999999999,-3.173,104.216,243.71,2.127,78.015,0.752,0.646,-0.373681,0.980319082736969,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-27,-4.924,-2.955,-6.736,138.138,252.504,1.408,77.492,5.732,1.029,-1.14758,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-02-28,-6.508,-5.726,-7.227,100.762,260.047,0.318,77.798,2.616,1.059,-0.119388,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-01,-3.514,-2.047,-4.864,159.671,232.841,1.34,78.168,0.491,0.787,0.635976,0.9965381026268,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-02,-5.686,-4.587,-6.698,181.96,227.956,1.589,78.047,0,1.321,-0.84133,0.990540087223053,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-03,-7.719,-6.427,-8.908,134.96,261.11,0.356,78.212,0.318,0.631,0.17049412,0.986945569515228,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-04,-4.432,-2.731,-5.997,157.292,231.515,0.674,78.598,0.294,1.034,0.8534816,0.981723606586456,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-05,-2.443,-0.479,-4.25,188.821,215.115,2.983,78.166,0,1.157,-0.422008,0.973533272743225,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-06,0.753,3.095,-1.401,202.095,215.467,3.927,78.153,0,1.136,-0.06376864,0.963653445243835,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-07,-5.226,-5.707,-4.784,68.668,264.679,0.731,78.646,0,0.865,-0.169317792,0.956934869289398,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-08,-6.448,-5.24,-7.559,173.627,237.325,0.516,78.82,0.04,0.762,-0.783288,0.95007848739624,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-09,-1.566,1.016,-3.94,210.203,205.825,3.12,78.408,0,1.04,-0.30979,0.940173387527466,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-10,0.177,2.484,-2.13,204.376,217.612,3.442,78.434,0,0.98,-0.2081182,0.929339051246643,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-11,0.214,2.184,-1.755,210.766,218.967,3.321,78.358,0,1.089,-0.906227,0.918343186378479,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-12,-4.345,-3.752,-4.937,48.266,285.779,0.258,78.103,1.965,1.081,-0.274604,0.922254741191864,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-13,-4.049,-3.098,-5,72.125,263.203,0.19,77.677,5.482,0.725,0.17946624,0.948085308074951,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-14,-1.938,-0.691,-3.185,151.256,272.128,0.883,78.126,0.652,1.09,-0.1180206,0.941744267940521,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-15,-0.83,-0.122,-1.537,70.179,284.822,0.526,78.071,2.76,0.789,1.0023672,0.948322176933289,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-16,-0.834,0.066,-1.734,63.119,264.098,0.146,77.223,11.263,0.983,0.14572174,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-17,0.329,1.351,-0.781,113.16,271.932,1.117,77.173,3.665,1.234,1.8268498,1,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-18,2.12,4.104,-0.037,238.398,225.037,4.434,78.158,0.052,2.678,-0.0676671,0.98636794090271,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-19,-0.424,0.69,-1.636,179.698,255.856,2.255,78.365,3.263,1.424,-0.337187,0.994737982749939,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-20,-2.453,-1.284,-3.723,183.792,219.908,1.467,78.633,0.01,1.007,0.2551632,0.983142971992493,0,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-21,-3.237,-2.066,-4.51,187.184,231.408,1.24,78.848,0,1.104,0.20480548,0.971674978733063,0.00156899670852744,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-22,-1.512,0.554,-3.758,238.769,216.971,2.126,79.349,0,1.25,-0.344016406,0.958588123321533,0.00788076086539017,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-23,3.652,5.854,1.258,241.877,233.483,4.929,79.573,0,1.222,-0.127914,0.942322194576263,0.0142976158826694,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-24,4.179,6.026,2.171,244.408,235.575,4.294,79.522,0,1.292,-0.0745861,0.925708949565888,0.0208193243431002,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-25,2.758,4.297,0.94,223.876,239.285,2.892,78.755,0.522,1.335,-0.0254275,0.913188278675079,0.0274456488299717,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-26,1.872,3.371,0.101,216.518,235.517,3.199,78.144,0.026,1.358,-0.274307,0.897822260856628,0.0341763519249191,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-27,-0.506,0.107,-1.23,128.57,259.226,1.121,77.941,1.492,1.181,0.8146989,0.893486201763153,0.0410111962112229,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-28,-0.118,1.016,-1.458,127.319,278.91,0.557,77.788,2.78,0.744,1.47173952,0.89667284488678,0.0479499442716184,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-29,0.266,1.577,-1.283,198.588,265.142,1.089,78.083,1.908,1.215,-0.372085,0.893799722194672,0.0549923586888401,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-30,0.034,1.016,-1.127,129.912,290.535,0.611,78.26,3.206,0.973,-0.0845134,0.899378061294556,0.0621382020456234,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-03-31,2.213,3.483,0.713,215.416,270.577,2.122,78.728,0.418,1.079,-0.332171,0.885549247264862,0.069387236925309,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-01,6.522,7.822,4.985,241.765,251.867,5.699,79.03,0.09,1.754,-0.481339,0.866791486740112,0.0767392259094289,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-02,6.327,7.812,4.572,265.52,249.271,4.364,78.817,0,1.37,-0.49186,0.847225844860077,0.0841939315813151,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-03,6.643,8.13,4.886,233.655,266.506,3.788,78.46,0.072,1.143,-0.341704,0.827682673931122,0.0917511165237028,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-04,4.977,6.112,3.636,197.315,266.404,4.266,78.426,2.083,1.648,2.4639494,0.822006285190582,0.0994375124063493,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-05,5.337,7.552,2.721,275.16,238.156,6.962,78.935,0,1.304,0.249451,0.801896870136261,0.107276328134202,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-06,8.427,10.537,5.933,268.834,259.352,7.335,79.41,0,1.265,0.680078,0.779646217823029,0.115262042143452,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-07,11.203,12.906,9.19,273.23,266.19,9.245,79.428,0,2.231,0.503706,0.755642652511597,0.123389132868293,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-08,11.199,13.218,8.813,286.818,254.556,10.496,78.922,0,1.922,0.616065,0.731184482574463,0.131652078744904,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-09,10.894,12.69,8.585,285.916,254.713,9.971,78.843,0,2.257,0.471739,0.706807971000671,0.140045358208805,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-10,9.789,11.231,7.935,287.073,250.517,9.025,78.742,0,1.882,1.0337,0.683128416538239,0.148563449695517,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-11,8.035,9.221,6.375,287.246,255.24,6.194,78.83,0,2.284,1.02487,0.660539209842682,0.157200831641283,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-12,4.501,6.163,2.174,276.103,251.892,5.143,78.446,0,1.868,1.40702,0.639784812927246,0.165951982480191,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-13,-0.319,1.365,-2.677,296.784,209.367,4.592,78.088,0,2.79,1.45213,0.622071146965027,0.174811380648472,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-14,-1.822,-1.025,-2.938,195.775,276.717,1.701,77.729,0,1.259,1.21025,0.605786740779877,0.183773504581649,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-15,-3.538,-3.128,-4.111,104.505,290.774,0.324,77.852,0,1.531,0.76303,0.590756714344025,0.192832832715242,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-16,-0.829,0.708,-2.982,196.704,274.613,1.093,78.229,0.201,1.088,1.08655,0.574229896068573,0.201983843484772,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-17,0.697,1.848,-0.916,196.056,272.006,1.409,78.514,0,1.266,1.31784,0.555458068847656,0.21122101532653,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-18,1.551,2.798,-0.195,256.15,270.554,1.713,78.553,0,1.409,1.62047,0.53583949804306,0.220538826674503,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-19,2.141,2.997,0.942,203.404,284.002,1.659,78.357,0,1.39,1.67171,0.515896022319794,0.229931755964977,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-20,3.162,4.627,1.11,318.804,251.531,2.808,78.517,0,2.183,2.18006,0.494599044322967,0.239719135556002,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-21,3.067,4.625,0.885,308.715,252.071,2.816,78.514,0,2.32,2.29386,0.473113030195236,0.250146684314619,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-22,2.729,4.088,0.827,263.842,264.65,2.461,78.217,0,2.297,2.14641,0.451934248209,0.261098460439829,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-23,1.363,1.572,1.07,50.037,315.767,0.374,78.211,2.412,0.901,0.275806,0.447695404291153,0.272458522131591,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-24,4.563,6.185,2.291,289.807,278.569,2.214,78.356,0.201,1.551,1.98489,0.427135676145554,0.284110927587014,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-25,4.415,5.548,2.828,193.57,295.412,1.395,78.338,4.221,1.55,1.71013,0.43289652466774,0.295939735006027,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-26,5.415,7.377,2.669,287.384,259.275,3.317,78.079,0,1.652,1.45333,0.410866051912308,0.307829002587632,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-27,2.589,3.707,1.024,162.836,289.306,1.213,77.977,0,1.309,0.877417,0.390493929386139,0.319662788530831,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-28,0.113,0.315,-0.195,58.63,312.227,0.125,77.834,3.417,1.083,0.075112,0.39353621006012,0.331325151035584,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-29,0.053,0.429,-0.52,88.517,313.85,0.291,77.638,5.427,0.886,0.548971,0.40915909409523,0.342700148298949,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-04-30,0.779,1.32,-0.047,156.94,308.025,0.525,77.477,7.035,1.002,1.28195,0.434182107448578,0.353671838520906,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
"IT-Tor",2011-05-01,3.469,4.804,1.431,226.219,264.894,2.062,77.513,0.201,1.366,1.95204,0.413498729467392,0.364124279900455,"GRA","Dfc","Evergreen Needleleaf Forest","Evergreen Needleleaf Trees"
